version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
original,44,0,100,50,10,5,52.31,1.23,0.01,53.16,2.7043557,0.20589,0.0761327,19.34,0.45,0.0,19.66
original,46,0,100,50,10,5,51.05,1.24,0.02,51.91,2.7309182,0.182479,0.0668197,18.69,0.45,0.01,19.01
original,48,0,100,50,10,5,55.56,1.26,0.01,56.42,2.7922257,0.279349,0.1000453,19.9,0.45,0.0,20.21
original,50,0,100,50,10,5,51.86,1.27,0.02,52.73,2.7791987,0.204124,0.0734471,18.66,0.46,0.01,18.97
original,52,0,100,50,10,5,50.58,1.24,0.01,51.42,2.7041771,0.172431,0.0637647,18.7,0.46,0.0,19.02
original,54,0,100,50,10,5,51.13,1.23,0.02,51.97,2.6847535,0.190526,0.0709659,19.04,0.46,0.01,19.36
original,56,0,100,50,10,5,50.7,1.24,0.02,51.55,2.6950387,0.177534,0.0658744,18.81,0.46,0.01,19.13
original,58,0,100,50,10,5,52.38,1.27,0.02,53.25,2.7952776,0.21991,0.078672,18.74,0.45,0.01,19.05
original,60,0,100,50,10,5,51.7,1.25,0.02,52.56,2.7394931,0.191776,0.0700042,18.87,0.46,0.01,19.19
original,62,0,100,50,10,5,52.18,1.24,0.01,53.04,2.7254759,0.193474,0.0709872,19.15,0.45,0.0,19.46
original,64,0,100,50,10,5,50.88,1.26,0.03,51.76,2.7650232,0.201744,0.0729629,18.4,0.46,0.01,18.72
original,1,0,100,50,10,5,46.47,1.22,0.02,47.33,2.7600944,0.279829,0.1013839,16.84,0.44,0.01,17.15
original,2,0,100,50,10,5,47.59,1.2,0.02,48.45,2.7005789,0.196584,0.0727933,17.62,0.44,0.01,17.94
original,4,0,100,50,10,5,47.79,1.2,0.02,48.64,2.6938654,0.144166,0.0535164,17.74,0.45,0.01,18.06
original,6,0,100,50,10,5,49.38,1.19,0.03,50.23,2.6495515,0.140339,0.0529671,18.64,0.45,0.01,18.96
original,8,0,100,50,10,5,49.13,1.22,0.02,49.99,2.7484137,0.157627,0.057352,17.88,0.44,0.01,18.19
original,10,0,100,50,10,5,49.16,1.22,0.02,50.02,2.7116706,0.15076,0.0555967,18.13,0.45,0.01,18.45
original,12,0,100,50,10,5,50.38,1.21,0.02,51.22,2.6885827,0.170457,0.0634003,18.74,0.45,0.01,19.05
original,14,0,100,50,10,5,50.05,1.21,0.01,50.87,2.6686889,0.166197,0.0622766,18.75,0.45,0.0,19.06
original,16,0,100,50,10,5,52.5,1.23,0.02,53.37,2.7357361,0.198201,0.0724489,19.19,0.45,0.01,19.51
original,18,0,100,50,10,5,51.11,1.21,0.01,51.95,2.6722935,0.170405,0.0637673,19.13,0.45,0.0,19.44
original,20,0,100,50,10,5,50.64,1.23,0.02,51.49,2.6949754,0.158775,0.0589152,18.79,0.46,0.01,19.11
original,22,0,100,50,10,5,51.05,1.21,0.01,51.87,2.6646154,0.167846,0.0629907,19.16,0.45,0.0,19.47
original,24,0,100,50,10,5,51.3,1.23,0.02,52.16,2.6992585,0.175496,0.0650164,19.01,0.46,0.01,19.32
original,26,0,100,50,10,5,52.07,1.24,0.02,52.92,2.7559103,0.188014,0.0682221,18.89,0.45,0.01,19.2
original,28,0,100,50,10,5,52.93,1.25,0.01,53.8,2.7757018,0.219229,0.0789815,19.07,0.45,0.0,19.38
original,30,0,100,50,10,5,78.31,2.19,0.01,79.29,2.8097883,0.199713,0.0710776,27.87,0.78,0.0,28.22
original,32,0,100,50,10,5,67.44,1.71,0.02,68.37,2.7740544,0.18943,0.0682863,24.31,0.62,0.01,24.65
original,34,0,100,50,10,5,72.05,1.84,0.02,73.02,2.7866863,0.215818,0.0774461,25.86,0.66,0.01,26.2
original,36,0,100,50,10,5,53.68,1.25,0.02,54.55,2.7566146,0.229767,0.0833512,19.47,0.45,0.01,19.79
original,38,0,100,50,10,5,51.66,1.25,0.02,52.53,2.7348475,0.182165,0.0666088,18.89,0.46,0.01,19.21
original,40,0,100,50,10,5,52.23,1.23,0.02,53.09,2.6847403,0.186861,0.0696011,19.45,0.46,0.01,19.77
original,42,0,100,50,10,5,50.25,1.23,0.02,51.1,2.7106739,0.176807,0.0652262,18.54,0.45,0.01,18.85
original,44,0,100,50,10,5,51.17,1.24,0.02,52.02,2.7322978,0.169315,0.061968,18.73,0.45,0.01,19.04
original,46,0,100,50,10,5,52.28,1.27,0.02,53.16,2.743545,0.190483,0.0694295,19.06,0.46,0.01,19.38
original,48,0,100,50,10,5,52.25,1.27,0.01,53.13,2.7928638,0.21241,0.0760545,18.71,0.45,0.0,19.02
original,50,0,100,50,10,5,50.84,1.23,0.02,51.69,2.6989017,0.167263,0.0619745,18.84,0.46,0.01,19.15
original,52,0,100,50,10,5,52.9,1.25,0.02,53.77,2.7430817,0.198711,0.0724408,19.28,0.46,0.01,19.6
original,54,0,100,50,10,5,55.96,1.28,0.01,56.86,2.8135967,0.261442,0.0929209,19.89,0.45,0.0,20.21
original,56,0,100,50,10,5,51.08,1.23,0.01,51.93,2.6976792,0.180254,0.0668182,18.93,0.46,0.0,19.25
original,58,0,100,50,10,5,50.39,1.24,0.02,51.25,2.7265783,0.165354,0.0606452,18.48,0.45,0.01,18.8
original,60,0,100,50,10,5,53.89,1.26,0.02,54.76,2.7322661,0.22458,0.0821955,19.72,0.46,0.01,20.04
original,62,0,100,50,10,5,52.48,1.25,0.02,53.33,2.7217842,0.20158,0.0740617,19.28,0.46,0.01,19.59
original,64,0,100,50,10,5,51.72,1.27,0.01,52.56,2.755308,0.191081,0.0693501,18.77,0.46,0.0,19.08
original,1,0,100,50,10,5,46.96,1.24,0.02,47.84,2.8027012,0.280478,0.1000742,16.76,0.44,0.01,17.07
original,2,0,100,50,10,5,46.94,1.2,0.02,47.79,2.6745105,0.18746,0.0700913,17.55,0.45,0.01,17.87
original,4,0,100,50,10,5,47.64,1.21,0.02,48.49,2.6850986,0.148836,0.0554304,17.74,0.45,0.01,18.06
original,6,0,100,50,10,5,48.92,1.19,0.02,49.76,2.6270512,0.131513,0.0500611,18.62,0.45,0.01,18.94
original,8,0,100,50,10,5,49.42,1.2,0.02,50.27,2.672443,0.14878,0.0556719,18.49,0.45,0.01,18.81
original,10,0,100,50,10,5,50.36,1.21,0.03,51.2,2.6703786,0.15127,0.0566474,18.86,0.45,0.01,19.17
original,12,0,100,50,10,5,50.68,1.21,0.02,51.53,2.6848542,0.158486,0.0590296,18.88,0.45,0.01,19.19
original,14,0,100,50,10,5,51.53,1.22,0.02,52.36,2.6883462,0.172559,0.0641878,19.17,0.45,0.01,19.48
original,16,0,100,50,10,5,51.39,1.23,0.02,52.25,2.7145882,0.171964,0.0633481,18.93,0.45,0.01,19.25
original,18,0,100,50,10,5,52.1,1.24,0.02,52.97,2.7338384,0.181142,0.0662592,19.06,0.45,0.01,19.38
original,20,0,100,50,10,5,51.75,1.22,0.02,52.59,2.6687507,0.17116,0.0641349,19.39,0.46,0.01,19.71
original,22,0,100,50,10,5,51.15,1.23,0.02,52.01,2.7207792,0.17698,0.0650475,18.8,0.45,0.01,19.12
original,24,0,100,50,10,5,51.76,1.23,0.01,52.6,2.6895568,0.175641,0.0653048,19.24,0.46,0.0,19.56
original,26,0,100,50,10,5,53.44,1.23,0.01,54.29,2.7216964,0.212588,0.0781086,19.63,0.45,0.0,19.95
original,28,0,100,50,10,5,51.23,1.23,0.02,52.08,2.6946805,0.180825,0.0671044,19.01,0.46,0.01,19.33
original,30,0,100,50,10,5,53.11,1.25,0.02,53.99,2.7798488,0.21177,0.0761804,19.11,0.45,0.01,19.42
original,32,0,100,50,10,5,52.3,1.23,0.02,53.13,2.7012687,0.190806,0.0706357,19.36,0.46,0.01,19.67
original,34,0,100,50,10,5,52.04,1.24,0.02,52.9,2.7333912,0.198869,0.0727554,19.04,0.45,0.01,19.35
original,36,0,100,50,10,5,52.3,1.25,0.02,53.16,2.7377601,0.203148,0.0742023,19.1,0.46,0.01,19.42
original,38,0,100,50,10,5,51.94,1.23,0.02,52.79,2.6924398,0.187771,0.0697401,19.29,0.46,0.01,19.61
original,40,0,100,50,10,5,53.42,1.24,0.02,54.27,2.7505393,0.218778,0.07954,19.42,0.45,0.01,19.73
original,42,0,100,50,10,5,55.21,1.25,0.02,56.07,2.761076,0.240354,0.0870508,20.0,0.45,0.01,20.31
original,44,0,100,50,10,5,52.48,1.23,0.02,53.34,2.7023688,0.1923,0.0711598,19.42,0.46,0.01,19.74
original,46,0,100,50,10,5,53.35,1.24,0.02,54.23,2.7292836,0.209584,0.0767908,19.55,0.45,0.01,19.87
original,48,0,100,50,10,5,54.77,1.26,0.01,55.64,2.7780726,0.245416,0.0883404,19.72,0.45,0.0,20.03
original,50,0,100,50,10,5,52.75,1.23,0.01,53.59,2.7073049,0.196505,0.0725833,19.48,0.45,0.0,19.79
original,52,0,100,50,10,5,52.38,1.24,0.02,53.24,2.7061767,0.189206,0.0699164,19.36,0.46,0.01,19.67
original,54,0,100,50,10,5,52.47,1.24,0.02,53.33,2.7356036,0.195664,0.071525,19.18,0.45,0.01,19.49
original,56,0,100,50,10,5,52.44,1.25,0.01,53.3,2.7518531,0.193316,0.0702494,19.06,0.45,0.0,19.37
original,58,0,100,50,10,5,53.78,1.27,0.02,54.64,2.7812536,0.246809,0.0887402,19.34,0.46,0.01,19.65
original,60,0,100,50,10,5,51.6,1.25,0.02,52.47,2.7328503,0.192897,0.0705845,18.88,0.46,0.01,19.2
original,62,0,100,50,10,5,54.81,1.27,0.01,55.68,2.80642,0.240379,0.0856533,19.53,0.45,0.0,19.84
original,64,0,100,50,10,5,52.73,1.28,0.01,53.6,2.7855869,0.202066,0.0725398,18.93,0.46,0.0,19.24
original,1,0,100,50,10,5,46.91,1.22,0.01,47.78,2.7940003,0.279839,0.1001571,16.79,0.44,0.0,17.1
original,2,0,100,50,10,5,47.47,1.2,0.02,48.31,2.6964974,0.193474,0.0717501,17.6,0.45,0.01,17.92
original,4,0,100,50,10,5,48.32,1.2,0.03,49.17,2.6618982,0.13936,0.0523536,18.15,0.45,0.01,18.47
original,6,0,100,50,10,5,50.05,1.2,0.02,50.89,2.6642578,0.159301,0.0597919,18.79,0.45,0.01,19.1
original,8,0,100,50,10,5,49.82,1.2,0.02,50.65,2.6476561,0.145892,0.0551023,18.82,0.45,0.01,19.13
original,10,0,100,50,10,5,49.98,1.2,0.02,50.82,2.6353999,0.146063,0.0554235,18.96,0.46,0.01,19.28
original,12,0,100,50,10,5,51.3,1.22,0.02,52.14,2.704061,0.166608,0.061614,18.97,0.45,0.01,19.28
original,14,0,100,50,10,5,50.22,1.21,0.03,51.07,2.6858854,0.152611,0.0568196,18.7,0.45,0.01,19.01
original,16,0,100,50,10,5,52.47,1.23,0.03,53.31,2.7103206,0.184704,0.0681484,19.36,0.45,0.01,19.67
original,18,0,100,50,10,5,51.71,1.22,0.02,52.58,2.6946094,0.160677,0.0596291,19.19,0.45,0.01,19.51
original,20,0,100,50,10,5,51.2,1.22,0.01,52.04,2.6907401,0.168211,0.0625148,19.03,0.45,0.0,19.34
original,22,0,100,50,10,5,51.78,1.22,0.02,52.62,2.6688795,0.165535,0.0620242,19.4,0.46,0.01,19.72
original,24,0,100,50,10,5,51.58,1.24,0.01,52.45,2.7296514,0.174293,0.0638517,18.9,0.45,0.0,19.21
original,26,0,100,50,10,5,51.52,1.24,0.02,52.38,2.7388177,0.184313,0.0672966,18.81,0.45,0.01,19.13
original,28,0,100,50,10,5,54.15,1.24,0.03,55.01,2.7221176,0.218218,0.0801648,19.89,0.46,0.01,20.21
original,30,0,100,50,10,5,51.07,1.25,0.02,51.94,2.7478782,0.175442,0.0638464,18.59,0.45,0.01,18.9
original,32,0,100,50,10,5,53.52,1.25,0.02,54.4,2.7314864,0.195863,0.0717056,19.59,0.46,0.01,19.92
original,34,0,100,50,10,5,52.37,1.22,0.02,53.22,2.6779454,0.180058,0.0672374,19.56,0.46,0.01,19.87
original,36,0,100,50,10,5,54.9,1.24,0.02,55.76,2.7442004,0.233693,0.0851589,20.01,0.45,0.01,20.32
original,38,0,100,50,10,5,52.29,1.23,0.02,53.13,2.6982948,0.175393,0.0650014,19.38,0.46,0.01,19.69
original,40,0,100,50,10,5,53.2,1.25,0.02,54.08,2.7454575,0.198343,0.0722441,19.38,0.46,0.01,19.7
original,42,0,100,50,10,5,54.36,1.24,0.01,55.21,2.7318886,0.217951,0.0797803,19.9,0.45,0.0,20.21
original,44,0,100,50,10,5,52.88,1.24,0.03,53.75,2.7205986,0.195283,0.0717794,19.44,0.46,0.01,19.76
original,46,0,100,50,10,5,51.33,1.24,0.02,52.18,2.7248231,0.165573,0.0607647,18.84,0.46,0.01,19.15
original,48,0,100,50,10,5,56.32,1.26,0.02,57.2,2.7997296,0.256214,0.0915138,20.12,0.45,0.01,20.43
original,50,0,100,50,10,5,54.48,1.26,0.01,55.34,2.7867947,0.225714,0.0809941,19.55,0.45,0.0,19.86
original,52,0,100,50,10,5,54.02,1.25,0.01,54.88,2.7746202,0.220491,0.0794671,19.47,0.45,0.0,19.78
original,54,0,100,50,10,5,53.19,1.24,0.01,54.04,2.7208975,0.208825,0.0767486,19.55,0.46,0.0,19.86
original,56,0,100,50,10,5,54.19,1.26,0.02,55.06,2.7382539,0.217089,0.0792801,19.79,0.46,0.01,20.11
original,58,0,100,50,10,5,52.61,1.25,0.02,53.47,2.7369785,0.186937,0.0683005,19.22,0.46,0.01,19.54
original,60,0,100,50,10,5,55.43,1.26,0.02,56.3,2.7879184,0.252816,0.0906827,19.88,0.45,0.01,20.19
original,62,0,100,50,10,5,52.26,1.24,0.01,53.12,2.7324642,0.201278,0.0736617,19.13,0.45,0.0,19.44
original,64,0,100,50,10,5,52.82,1.24,0.03,53.67,2.702747,0.190438,0.0704609,19.54,0.46,0.01,19.86
original,1,0,100,50,10,5,47.22,1.24,0.02,48.11,2.8484466,0.280442,0.0984544,16.58,0.44,0.01,16.89
original,2,0,100,50,10,5,47.41,1.2,0.01,48.25,2.6874245,0.182241,0.0678125,17.64,0.45,0.0,17.95
original,4,0,100,50,10,5,48.16,1.22,0.02,49.01,2.7091957,0.148884,0.0549551,17.78,0.45,0.01,18.09
original,6,0,100,50,10,5,49.09,1.21,0.02,49.95,2.6899061,0.133825,0.0497508,18.25,0.45,0.01,18.57
original,8,0,100,50,10,5,49.33,1.19,0.01,50.16,2.6394129,0.143391,0.0543269,18.69,0.45,0.0,19.0
original,10,0,100,50,10,5,51.14,1.2,0.03,51.99,2.6550084,0.166013,0.0625282,19.26,0.45,0.01,19.58
original,12,0,100,50,10,5,50.05,1.2,0.03,50.89,2.6568737,0.147246,0.0554208,18.84,0.45,0.01,19.15
original,14,0,100,50,10,5,51.82,1.21,0.03,52.67,2.6671562,0.177544,0.0665668,19.43,0.45,0.01,19.75
original,16,0,100,50,10,5,52.03,1.22,0.02,52.87,2.6838545,0.167249,0.0623167,19.39,0.45,0.01,19.7
original,18,0,100,50,10,5,52.13,1.23,0.02,52.99,2.7154776,0.164787,0.0606844,19.2,0.45,0.01,19.51
original,20,0,100,50,10,5,51.61,1.24,0.01,52.46,2.7471254,0.174341,0.0634631,18.79,0.45,0.0,19.1
original,22,0,100,50,10,5,53.09,1.25,0.01,53.95,2.7714983,0.200705,0.0724175,19.16,0.45,0.0,19.47
original,24,0,100,50,10,5,51.79,1.22,0.02,52.65,2.6966832,0.172656,0.0640253,19.21,0.45,0.01,19.52
original,26,0,100,50,10,5,54.09,1.25,0.02,54.97,2.7515058,0.21765,0.0791021,19.66,0.45,0.01,19.98
original,28,0,100,50,10,5,52.45,1.24,0.02,53.32,2.741702,0.183146,0.0668001,19.13,0.45,0.01,19.45
original,30,0,100,50,10,5,53.03,1.23,0.01,53.86,2.691448,0.190203,0.0706694,19.7,0.46,0.0,20.01
original,32,0,100,50,10,5,52.29,1.23,0.02,53.14,2.693291,0.171645,0.0637306,19.41,0.46,0.01,19.73
original,34,0,100,50,10,5,51.98,1.24,0.02,52.84,2.7098566,0.175843,0.0648901,19.18,0.46,0.01,19.5
original,36,0,100,50,10,5,54.76,1.25,0.02,55.63,2.7283895,0.226237,0.0829196,20.07,0.46,0.01,20.39
original,38,0,100,50,10,5,56.14,1.28,0.01,57.01,2.8287242,0.267161,0.0944458,19.85,0.45,0.0,20.15
original,40,0,100,50,10,5,52.24,1.24,0.03,53.1,2.7167358,0.187354,0.0689629,19.23,0.46,0.01,19.55
original,42,0,100,50,10,5,53.14,1.26,0.02,54.01,2.772438,0.192862,0.069564,19.17,0.45,0.01,19.48
original,44,0,100,50,10,5,55.43,1.26,0.02,56.32,2.7784682,0.240998,0.0867377,19.95,0.45,0.01,20.27
original,46,0,100,50,10,5,55.34,1.25,0.01,56.19,2.7443591,0.235467,0.0858004,20.16,0.46,0.0,20.47
original,48,0,100,50,10,5,54.82,1.25,0.01,55.68,2.7662348,0.23565,0.085188,19.82,0.45,0.0,20.13
original,50,0,100,50,10,5,56.72,1.27,0.01,57.6,2.8101996,0.273341,0.0972675,20.18,0.45,0.0,20.5
original,52,0,100,50,10,5,53.46,1.25,0.02,54.33,2.761694,0.204608,0.0740879,19.36,0.45,0.01,19.67
original,54,0,100,50,10,5,53.82,1.26,0.01,54.68,2.7641221,0.216442,0.0783041,19.47,0.46,0.0,19.78
original,56,0,100,50,10,5,53.56,1.24,0.02,54.42,2.7303969,0.229037,0.0838841,19.62,0.45,0.01,19.93
original,58,0,100,50,10,5,56.71,1.27,0.01,57.6,2.8155571,0.291111,0.1033937,20.14,0.45,0.0,20.46
original,60,0,100,50,10,5,54.66,1.26,0.02,55.53,2.7836985,0.241146,0.0866279,19.64,0.45,0.01,19.95
original,62,0,100,50,10,5,52.89,1.23,0.01,53.73,2.7122713,0.194219,0.0716075,19.5,0.45,0.0,19.81
original,64,0,100,50,10,5,52.45,1.25,0.02,53.32,2.755517,0.193349,0.070168,19.03,0.45,0.01,19.35
original,1,0,100,50,10,5,47.45,1.23,0.02,48.31,2.800464,0.280377,0.1001181,16.94,0.44,0.01,17.25
original,2,0,100,50,10,5,47.75,1.22,0.02,48.61,2.7498577,0.215525,0.0783768,17.36,0.44,0.01,17.68
original,4,0,100,50,10,5,48.52,1.21,0.02,49.38,2.6710752,0.154262,0.0577528,18.16,0.45,0.01,18.49
original,6,0,100,50,10,5,50.01,1.2,0.02,50.84,2.6600552,0.138657,0.0521256,18.8,0.45,0.01,19.11
original,8,0,100,50,10,5,49.94,1.2,0.02,50.76,2.6486889,0.146734,0.0553987,18.85,0.45,0.01,19.16
original,10,0,100,50,10,5,49.23,1.23,0.02,50.09,2.7217438,0.145566,0.0534826,18.09,0.45,0.01,18.4
original,12,0,100,50,10,5,50.27,1.21,0.01,51.11,2.6862537,0.154393,0.0574752,18.71,0.45,0.0,19.03
original,14,0,100,50,10,5,50.65,1.21,0.01,51.49,2.6607147,0.151365,0.0568889,19.04,0.45,0.0,19.35
original,16,0,100,50,10,5,52.87,1.24,0.02,53.72,2.7003749,0.174531,0.0646321,19.58,0.46,0.01,19.89
original,18,0,100,50,10,5,51.76,1.23,0.02,52.61,2.6794151,0.159455,0.0595111,19.32,0.46,0.01,19.63
original,20,0,100,50,10,5,53.31,1.24,0.02,54.15,2.6944147,0.187756,0.0696834,19.79,0.46,0.01,20.1
original,22,0,100,50,10,5,52.82,1.26,0.01,53.68,2.7622604,0.186768,0.0676142,19.12,0.46,0.0,19.43
original,24,0,100,50,10,5,53.67,1.24,0.02,54.52,2.7091215,0.189037,0.069778,19.81,0.46,0.01,20.12
original,26,0,100,50,10,5,54.47,1.25,0.02,55.34,2.7151992,0.208583,0.0768205,20.06,0.46,0.01,20.38
original,28,0,100,50,10,5,54.3,1.26,0.01,55.16,2.7350178,0.212468,0.0776843,19.85,0.46,0.0,20.17
original,30,0,100,50,10,5,54.64,1.27,0.02,55.51,2.7453932,0.211943,0.0771995,19.9,0.46,0.01,20.22
original,32,0,100,50,10,5,53.55,1.25,0.01,54.4,2.719301,0.204482,0.0751965,19.69,0.46,0.0,20.01
original,34,0,100,50,10,5,54.43,1.26,0.01,55.28,2.7466784,0.199852,0.0727613,19.82,0.46,0.0,20.13
original,36,0,100,50,10,5,54.39,1.28,0.02,55.26,2.7678654,0.215653,0.0779131,19.65,0.46,0.01,19.96
original,38,0,100,50,10,5,55.74,1.27,0.01,56.62,2.7730794,0.224148,0.08083,20.1,0.46,0.0,20.42
original,40,0,100,50,10,5,54.75,1.29,0.01,55.63,2.7934033,0.215978,0.0773172,19.6,0.46,0.0,19.91
original,42,0,100,50,10,5,57.13,1.28,0.01,58.02,2.8090566,0.272092,0.0968624,20.34,0.46,0.0,20.65
original,44,0,100,50,10,5,54.03,1.24,0.01,54.86,2.6771987,0.198513,0.0741495,20.18,0.46,0.0,20.49
original,46,0,100,50,10,5,54.36,1.27,0.02,55.22,2.758504,0.203578,0.0738001,19.71,0.46,0.01,20.02
original,48,0,100,50,10,5,58.29,1.3,0.01,59.18,2.8364253,0.27711,0.0976969,20.55,0.46,0.0,20.86
original,50,0,100,50,10,5,57.28,1.27,0.01,58.14,2.7911684,0.267559,0.0958591,20.52,0.46,0.0,20.83
original,52,0,100,50,10,5,54.04,1.25,0.02,54.9,2.7247308,0.209936,0.0770483,19.83,0.46,0.01,20.15
original,54,0,100,50,10,5,58.63,1.29,0.02,59.51,2.8028878,0.285403,0.1018246,20.92,0.46,0.01,21.23
original,56,0,100,50,10,5,56.11,1.27,0.01,56.97,2.7599041,0.240844,0.0872654,20.33,0.46,0.0,20.64
original,58,0,100,50,10,5,56.04,1.28,0.01,56.9,2.7771566,0.232038,0.0835524,20.18,0.46,0.0,20.49
original,60,0,100,50,10,5,52.85,1.26,0.01,53.69,2.6882117,0.172056,0.0640039,19.66,0.47,0.0,19.97
original,62,0,100,50,10,5,54.24,1.27,0.02,55.11,2.7408145,0.210097,0.0766549,19.79,0.46,0.01,20.11
original,64,0,100,50,10,5,54.08,1.26,0.02,54.95,2.7165696,0.193971,0.0714029,19.91,0.46,0.01,20.23
original,1,0,100,50,10,5,47.73,1.23,0.01,48.6,2.8110303,0.279668,0.0994895,16.98,0.44,0.0,17.29
original,2,0,100,50,10,5,47.63,1.22,0.02,48.49,2.7424672,0.204787,0.0746725,17.37,0.44,0.01,17.68
original,4,0,100,50,10,5,48.69,1.2,0.02,49.55,2.6668505,0.145415,0.0545269,18.26,0.45,0.01,18.58
original,6,0,100,50,10,5,49.7,1.2,0.02,50.54,2.6596215,0.14396,0.054128,18.69,0.45,0.01,19.0
original,8,0,100,50,10,5,51.0,1.21,0.02,51.82,2.6777369,0.151427,0.0565504,19.05,0.45,0.01,19.35
original,10,0,100,50,10,5,51.51,1.22,0.02,52.36,2.6773489,0.151326,0.0565208,19.24,0.46,0.01,19.56
original,12,0,100,50,10,5,52.65,1.23,0.02,53.49,2.6959594,0.181528,0.0673334,19.53,0.46,0.01,19.84
original,14,0,100,50,10,5,53.25,1.26,0.02,54.11,2.7496028,0.187657,0.0682488,19.37,0.46,0.01,19.68
original,16,0,100,50,10,5,52.17,1.22,0.01,52.99,2.6529805,0.149364,0.0563005,19.66,0.46,0.0,19.97
original,18,0,100,50,10,5,52.8,1.25,0.02,53.66,2.7029423,0.164174,0.060739,19.53,0.46,0.01,19.85
original,20,0,100,50,10,5,53.96,1.26,0.01,54.83,2.763278,0.221388,0.0801179,19.53,0.46,0.0,19.84
original,22,0,100,50,10,5,51.7,1.24,0.02,52.55,2.6885714,0.16703,0.0621259,19.23,0.46,0.01,19.55
original,24,0,100,50,10,5,52.71,1.23,0.02,53.56,2.7032011,0.196714,0.0727708,19.5,0.46,0.01,19.81
original,26,0,100,50,10,5,51.89,1.24,0.02,52.76,2.7429923,0.180209,0.065698,18.92,0.45,0.01,19.23
original,28,0,100,50,10,5,52.43,1.26,0.01,53.31,2.7964067,0.215799,0.0771701,18.75,0.45,0.0,19.06
original,30,0,100,50,10,5,54.29,1.24,0.02,55.15,2.743451,0.215799,0.0786597,19.79,0.45,0.01,20.1
original,32,0,100,50,10,5,52.16,1.23,0.01,53.01,2.719586,0.176216,0.0647952,19.18,0.45,0.0,19.49
original,34,0,100,50,10,5,53.94,1.25,0.01,54.79,2.7375711,0.205597,0.075102,19.7,0.46,0.0,20.01
original,36,0,100,50,10,5,54.62,1.25,0.02,55.5,2.7563917,0.235269,0.085354,19.82,0.45,0.01,20.14
original,38,0,100,50,10,5,52.67,1.25,0.01,53.53,2.7384751,0.198797,0.0725941,19.23,0.46,0.0,19.55
